"record_id"	"nord_link"	"incidence_link"	"gene_location"	"gene_name"	"sequence_viewer_link"	"ncbi_gene_link"	"gene_symbol"	"pattern_of_inheritance"
"4056-OMIM:232200"	"https://rarediseases.info.nih.gov/diseases/7864/index"	"https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-i/#frequency"	"17q21.31"	"glucose-6-phosphatase catalytic subunit 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000151"	"https://www.ncbi.nlm.nih.gov/gene/2538"	"G6PC1"	"Autosomal recessive"
"4061-OMIM:232220"	"https://rarediseases.info.nih.gov/diseases/2515/index"	"https://medlineplus.gov/genetics/condition/glycogen-storage-disease-type-i/#frequency"	"11q23.3"	"solute carrier family 37 member 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001467"	"https://www.ncbi.nlm.nih.gov/gene/2542"	"SLC37A4"	"Autosomal recessive"
"4065-OMIM:232300"	"https://rarediseases.info.nih.gov/diseases/5714/index"	"https://medlineplus.gov/genetics/condition/pompe-disease/#frequency"	"17q25.3"	"alpha glucosidase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000152"	"https://www.ncbi.nlm.nih.gov/gene/2548"	"GAA"	"Autosomal recessive"
"4116-OMIM:230350"	"https://rarediseases.info.nih.gov/diseases/5392/index"	"https://medlineplus.gov/genetics/condition/galactosemia/#frequency"	"1p36.11"	"UDP-galactose-4-epimerase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000403"	"https://www.ncbi.nlm.nih.gov/gene/2582"	"GALE"	"Autosomal recessive"
"4118-OMIM:230200"	"https://rarediseases.info.nih.gov/diseases/2422/index"	"https://medlineplus.gov/genetics/condition/galactosemia/#frequency"	"17q25.1"	"galactokinase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000154"	"https://www.ncbi.nlm.nih.gov/gene/2584"	"GALK1"	"Autosomal recessive"
"4135-OMIM:230400"	"https://rarediseases.info.nih.gov/diseases/2424/index"	"https://medlineplus.gov/genetics/condition/galactosemia/#frequency"	"9p13.3"	"galactose-1-phosphate uridylyltransferase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000155"	"https://www.ncbi.nlm.nih.gov/gene/2592"	"GALT"	"Autosomal recessive"
"417-OMIM:229600"	"https://rarediseases.info.nih.gov/diseases/6622/index"	"https://medlineplus.gov/genetics/condition/hereditary-fructose-intolerance/#frequency"	"9q31.1"	"aldolase, fructose-bisphosphate B"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000035"	"https://www.ncbi.nlm.nih.gov/gene/229"	"ALDOB"	"Autosomal recessive"
"4170-ORPHA:79277"	"https://rarediseases.info.nih.gov/diseases/4446/index"	"https://medlineplus.gov/genetics/condition/porphyria/#frequency"	"Xp11.23"	"GATA binding protein 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_002049"	"https://www.ncbi.nlm.nih.gov/gene/2623"	"GATA1"	"Autosomal recessive"
"4189-OMIM:231670"	"https://rarediseases.info.nih.gov/diseases/6522/index"	"https://medlineplus.gov/genetics/condition/glutaric-acidemia-type-i/#frequency"	"19p13.13"	"glutaryl-CoA dehydrogenase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000159"	"https://www.ncbi.nlm.nih.gov/gene/2639"	"GCDH"	"Autosomal recessive"
"4193-OMIM:233910"	"https://rarediseases.info.nih.gov/diseases/2844/index"	"https://medlineplus.gov/genetics/condition/tetrahydrobiopterin-deficiency/#frequency"	"14q22.2"	"GTP cyclohydrolase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000161"	"https://www.ncbi.nlm.nih.gov/gene/2643"	"GCH1"	"Autosomal recessive"
"4241-OMIM:610542"		"https://medlineplus.gov/genetics/condition/congenital-myasthenic-syndrome/#frequency"	"2p13.3"	"glutamine--fructose-6-phosphate transaminase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001244710"	"https://www.ncbi.nlm.nih.gov/gene/2673"	"GFPT1"	"Autosomal recessive"
"4329-OMIM:614619"		"https://medlineplus.gov/genetics/condition/hereditary-hyperekplexia/#frequency"	"4q32.1"	"glycine receptor beta"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000824"	"https://www.ncbi.nlm.nih.gov/gene/2743"	"GLRB"	"Autosomal recessive"
"438-OMIM:241500"	"https://rarediseases.info.nih.gov/diseases/6734/index"	"https://medlineplus.gov/genetics/condition/hypophosphatasia/#frequency"	"1p36.12"	"alkaline phosphatase, biomineralization associated"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000478"	"https://www.ncbi.nlm.nih.gov/gene/249"	"ALPL"	"Autosomal recessive"
"4433-OMIM:618721"			"16q21"	"glutamic-oxaloacetic transaminase 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_002080"	"https://www.ncbi.nlm.nih.gov/gene/2806"	"GOT2"	"Autosomal recessive"
"4696-OMIM:253220"	"https://rarediseases.info.nih.gov/diseases/7096/index"	"https://medlineplus.gov/genetics/condition/mucopolysaccharidosis-type-vii/#frequency"	"7q11.21"	"glucuronidase beta"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000181"	"https://www.ncbi.nlm.nih.gov/gene/2990"	"GUSB"	"Autosomal recessive"
"4799-OMIM:609975"		"https://medlineplus.gov/genetics/condition/congenital-hyperinsulinism/#frequency"	"4q25"	"hydroxyacyl-CoA dehydrogenase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005327"	"https://www.ncbi.nlm.nih.gov/gene/3033"	"HADH"	"Autosomal recessive"
"4801-OMIM:609015"	"https://rarediseases.info.nih.gov/diseases/3684/index"	"https://medlineplus.gov/genetics/condition/mitochondrial-trifunctional-protein-deficiency/#frequency"	"2p23.3"	"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000182"	"https://www.ncbi.nlm.nih.gov/gene/3030"	"HADHA"	"Autosomal recessive"
"4801-OMIM:609016"	"https://rarediseases.info.nih.gov/diseases/6867/index"	"https://medlineplus.gov/genetics/condition/long-chain-3-hydroxyacyl-coa-dehydrogenase-deficiency/#frequency"	"2p23.3"	"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit alpha"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000182"	"https://www.ncbi.nlm.nih.gov/gene/3030"	"HADHA"	"Autosomal recessive"
"4803-OMIM:609015"	"https://rarediseases.info.nih.gov/diseases/3684/index"	"https://medlineplus.gov/genetics/condition/mitochondrial-trifunctional-protein-deficiency/#frequency"	"2p23.3"	"hydroxyacyl-CoA dehydrogenase trifunctional multienzyme complex subunit beta"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000183"	"https://www.ncbi.nlm.nih.gov/gene/3032"	"HADHB"	"Autosomal recessive"
"4823-OMIM:604131"	"https://rarediseases.info.nih.gov/diseases/621/index"	"https://medlineplus.gov/genetics/condition/alpha-thalassemia/#frequency"	"16p13.3"	"hemoglobin subunit alpha 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000558"	"https://www.ncbi.nlm.nih.gov/gene/3039"	"HBA1"	"Autosomal recessive"
"4823-OMIM:613978"			"16p13.3"	"hemoglobin subunit alpha 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000558"	"https://www.ncbi.nlm.nih.gov/gene/3039"	"HBA1"	"Autosomal recessive"
"4824-OMIM:604131"	"https://rarediseases.info.nih.gov/diseases/621/index"	"https://medlineplus.gov/genetics/condition/alpha-thalassemia/#frequency"	"16p13.3"	"hemoglobin subunit alpha 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000517"	"https://www.ncbi.nlm.nih.gov/gene/3040"	"HBA2"	"Autosomal recessive"
"4922-OMIM:235700"	"https://rarediseases.info.nih.gov/diseases/3672/index"		"10q22.1"	"hexokinase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000188"	"https://www.ncbi.nlm.nih.gov/gene/3098"	"HK1"	"Autosomal recessive"
"4976-OMIM:253270"	"https://rarediseases.info.nih.gov/diseases/2721/index"	"https://medlineplus.gov/genetics/condition/holocarboxylase-synthetase-deficiency/#frequency"	"21q22.13"	"holocarboxylase synthetase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000411"	"https://www.ncbi.nlm.nih.gov/gene/3141"	"HLCS"	"Autosomal recessive"
"5005-OMIM:246450"	"https://rarediseases.info.nih.gov/diseases/8387/index"	"https://medlineplus.gov/genetics/condition/3-hydroxy-3-methylglutaryl-coa-lyase-deficiency/#frequency"	"1p36.11"	"3-hydroxy-3-methylglutaryl-CoA lyase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000191"	"https://www.ncbi.nlm.nih.gov/gene/3155"	"HMGCL"	"Autosomal recessive"
"5218-OMIM:201810"	"https://rarediseases.info.nih.gov/diseases/9152/index"	"https://medlineplus.gov/genetics/condition/3-beta-hydroxysteroid-dehydrogenase-deficiency/#frequency"	"1p12"	"hydroxy-delta-5-steroid dehydrogenase, 3 beta- and steroid delta-isomerase 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000198"	"https://www.ncbi.nlm.nih.gov/gene/3284"	"HSD3B2"	"Autosomal recessive"
"5394-OMIM:610984"		"https://medlineplus.gov/genetics/condition/complement-factor-i-deficiency/#frequency"	"4q25"	"complement factor I"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000204"	"https://www.ncbi.nlm.nih.gov/gene/3426"	"CFI"	"Autosomal recessive"
"57-OMIM:264800"	"https://rarediseases.info.nih.gov/diseases/9643/index"	"https://medlineplus.gov/genetics/condition/pseudoxanthoma-elasticum/#frequency"	"16p13.11"	"ATP binding cassette subfamily C member 6"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001079528"	"https://www.ncbi.nlm.nih.gov/gene/368"	"ABCC6"	"Autosomal recessive"
"5962-ORPHA:238569"			"1q32.1"	"interleukin 10"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000572"	"https://www.ncbi.nlm.nih.gov/gene/3586"	"IL10"	"Autosomal recessive"
"5964-OMIM:613148"		"https://medlineplus.gov/genetics/condition/crohn-disease/#frequency"	"11q23.3"	"interleukin 10 receptor subunit alpha"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001558"	"https://www.ncbi.nlm.nih.gov/gene/3587"	"IL10RA"	"Autosomal recessive"
"5965-OMIM:612567"		"https://medlineplus.gov/genetics/condition/crohn-disease/#frequency"	"21q22.11"	"interleukin 10 receptor subunit beta"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000628"	"https://www.ncbi.nlm.nih.gov/gene/3588"	"IL10RB"	"Autosomal recessive"
"6009-OMIM:618495"			"22q12.3"	"interleukin 2 receptor subunit beta"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000878"	"https://www.ncbi.nlm.nih.gov/gene/3560"	"IL2RB"	"Autosomal recessive"
"6010-ORPHA:39041"	"https://rarediseases.info.nih.gov/diseases/8198/index"	"https://medlineplus.gov/genetics/condition/omenn-syndrome/#frequency"	"Xq13.1"	"interleukin 2 receptor subunit gamma"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000206"	"https://www.ncbi.nlm.nih.gov/gene/3561"	"IL2RG"	"Autosomal recessive"
"6024-OMIM:608971"			"5p13.2"	"interleukin 7 receptor"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_002185"	"https://www.ncbi.nlm.nih.gov/gene/3575"	"IL7R"	"Autosomal recessive"
"6155-OMIM:116920"	"https://rarediseases.info.nih.gov/diseases/6893/index"	"https://medlineplus.gov/genetics/condition/leukocyte-adhesion-deficiency-type-1/#frequency"	"21q22.3"	"integrin subunit beta 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000211"	"https://www.ncbi.nlm.nih.gov/gene/3689"	"ITGB2"	"Autosomal recessive"
"6186-OMIM:243500"	"https://rarediseases.info.nih.gov/diseases/465/index"	"https://medlineplus.gov/genetics/condition/isovaleric-acidemia/#frequency"	"15q15.1"	"isovaleryl-CoA dehydrogenase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001159508"	"https://www.ncbi.nlm.nih.gov/gene/3712"	"IVD"	"Autosomal recessive"
"6193-OMIM:600802"		"https://medlineplus.gov/genetics/condition/jak3-deficient-severe-combined-immunodeficiency/#frequency"	"19p13.11"	"Janus kinase 3"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000215"	"https://www.ncbi.nlm.nih.gov/gene/3718"	"JAK3"	"Autosomal recessive"
"6294-OMIM:220400"	"https://rarediseases.info.nih.gov/diseases/3048/index"	"https://medlineplus.gov/genetics/condition/jervell-and-lange-nielsen-syndrome/#frequency"	"11p15.5-p15.4"	"potassium voltage-gated channel subfamily Q member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000218"	"https://www.ncbi.nlm.nih.gov/gene/3784"	"KCNQ1"	"Autosomal recessive"
"6595-OMIM:221750"	"https://rarediseases.info.nih.gov/diseases/10603/index"	"https://medlineplus.gov/genetics/condition/combined-pituitary-hormone-deficiency/#frequency"	"9q34.3"	"LIM homeobox 3"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001363746"	"https://www.ncbi.nlm.nih.gov/gene/8022"	"LHX3"	"Autosomal recessive"
"6617-OMIM:278000"	"https://rarediseases.info.nih.gov/diseases/12097/index"	"https://medlineplus.gov/genetics/condition/lysosomal-acid-lipase-deficiency/#frequency"	"10q23.31"	"lipase A, lysosomal acid type"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000235"	"https://www.ncbi.nlm.nih.gov/gene/3988"	"LIPA"	"Autosomal recessive"
"663-OMIM:207800"	"https://rarediseases.info.nih.gov/diseases/5840/index"	"https://medlineplus.gov/genetics/condition/arginase-deficiency/#frequency"	"6q23.2"	"arginase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000045"	"https://www.ncbi.nlm.nih.gov/gene/383"	"ARG1"	"Autosomal recessive"
"6696-OMIM:616304"			"11p11.2"	"LDL receptor related protein 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_002334"	"https://www.ncbi.nlm.nih.gov/gene/4038"	"LRP4"	"Autosomal recessive"
"6764-OMIM:617243"			"1p36.22"	"mitotic arrest deficient 2 like 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_006341"	"https://www.ncbi.nlm.nih.gov/gene/10459"	"MAD2L2"	"Autosomal recessive"
"68-OMIM:614857"	"https://rarediseases.info.nih.gov/diseases/3579/index"	"https://medlineplus.gov/genetics/condition/methylmalonic-acidemia-with-homocystinuria/#frequency"	"14q24.3"	"ATP binding cassette subfamily D member 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005050"	"https://www.ncbi.nlm.nih.gov/gene/5826"	"ABCD4"	"Autosomal recessive"
"6930-OMIM:202200"	"https://rarediseases.info.nih.gov/diseases/2498/index"	"https://medlineplus.gov/genetics/condition/familial-glucocorticoid-deficiency/#frequency"	"18p11.2"	"melanocortin 2 receptor"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000529"	"https://www.ncbi.nlm.nih.gov/gene/4158"	"MC2R"	"Autosomal recessive"
"6936-OMIM:210200"		"https://medlineplus.gov/genetics/condition/3-methylcrotonyl-coa-carboxylase-deficiency/#frequency"	"3q27.1"	"methylcrotonoyl-CoA carboxylase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_020166"	"https://www.ncbi.nlm.nih.gov/gene/56922"	"MCCC1"	"Autosomal recessive"
"6937-OMIM:210210"		"https://medlineplus.gov/genetics/condition/3-methylcrotonyl-coa-carboxylase-deficiency/#frequency"	"5q13.2"	"methylcrotonoyl-CoA carboxylase 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001363147"	"https://www.ncbi.nlm.nih.gov/gene/64087"	"MCCC2"	"Autosomal recessive"
"7190-OMIM:252150"	"https://rarediseases.info.nih.gov/diseases/3705/index"	"https://medlineplus.gov/genetics/condition/molybdenum-cofactor-deficiency/#frequency"	"6p21.2"	"molybdenum cofactor synthesis 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005943"	"https://www.ncbi.nlm.nih.gov/gene/4337"	"MOCS1"	"Autosomal recessive"
"7436-OMIM:236250"	"https://rarediseases.info.nih.gov/diseases/2734/index"	"https://medlineplus.gov/genetics/condition/homocystinuria/#frequency"	"1p36.22"	"methylenetetrahydrofolate reductase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_005957"	"https://www.ncbi.nlm.nih.gov/gene/4524"	"MTHFR"	"Autosomal recessive"
"746-OMIM:207900"	"https://rarediseases.info.nih.gov/diseases/5843/index"	"https://medlineplus.gov/genetics/condition/argininosuccinic-aciduria/#frequency"	"7q11.21"	"argininosuccinate lyase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000048"	"https://www.ncbi.nlm.nih.gov/gene/435"	"ASL"	"Autosomal recessive"
"7468-OMIM:250940"	"https://rarediseases.info.nih.gov/diseases/3577/index"	"https://medlineplus.gov/genetics/condition/homocystinuria/#frequency"	"1q43"	"5-methyltetrahydrofolate-homocysteine methyltransferase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000254"	"https://www.ncbi.nlm.nih.gov/gene/4548"	"MTR"	"Autosomal recessive"
"7473-OMIM:236270"		"https://medlineplus.gov/genetics/condition/homocystinuria/#frequency"	"5p15.31"	"5-methyltetrahydrofolate-homocysteine methyltransferase reductase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001364440"	"https://www.ncbi.nlm.nih.gov/gene/4552"	"MTRR"	"Autosomal recessive"
"7525-OMIM:616325"			"9q31.3"	"muscle associated receptor tyrosine kinase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001166280"	"https://www.ncbi.nlm.nih.gov/gene/4593"	"MUSK"	"Autosomal recessive"
"7526-OMIM:251000"	"https://rarediseases.info.nih.gov/diseases/3586/index"	"https://medlineplus.gov/genetics/condition/methylmalonic-acidemia/#frequency"	"6p12.3"	"methylmalonyl-CoA mutase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000255"	"https://www.ncbi.nlm.nih.gov/gene/4594"	"MMUT"	"Autosomal recessive"
"7530-OMIM:260920"	"https://rarediseases.info.nih.gov/diseases/2788/index"	"https://medlineplus.gov/genetics/condition/mevalonate-kinase-deficiency/#frequency"	"12q24.11"	"mevalonate kinase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000431"	"https://www.ncbi.nlm.nih.gov/gene/4598"	"MVK"	"Autosomal recessive"
"7530-OMIM:610377"	"https://rarediseases.info.nih.gov/diseases/3588/index"	"https://medlineplus.gov/genetics/condition/mevalonate-kinase-deficiency/#frequency"	"12q24.11"	"mevalonate kinase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000431"	"https://www.ncbi.nlm.nih.gov/gene/4598"	"MVK"	"Autosomal recessive"
"7577-OMIM:255160"	"https://rarediseases.info.nih.gov/diseases/7148/index"		"14q11.2"	"myosin heavy chain 7"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000257"	"https://www.ncbi.nlm.nih.gov/gene/4625"	"MYH7"	"Autosomal recessive"
"758-OMIM:215700"	"https://rarediseases.info.nih.gov/diseases/6114/index"	"https://medlineplus.gov/genetics/condition/citrullinemia/#frequency"	"9q34.11"	"argininosuccinate synthase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000050"	"https://www.ncbi.nlm.nih.gov/gene/445"	"ASS1"	"Autosomal recessive"
"7652-OMIM:251260"	"https://rarediseases.info.nih.gov/diseases/3904/index"	"https://medlineplus.gov/genetics/condition/nijmegen-breakage-syndrome/#frequency"	"8q21.3"	"nibrin"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001024688"	"https://www.ncbi.nlm.nih.gov/gene/4683"	"NBN"	"Autosomal recessive"
"7660-OMIM:233700"		"https://medlineplus.gov/genetics/condition/chronic-granulomatous-disease/#frequency"	"7q11.23"	"neutrophil cytosolic factor 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000265"	"https://www.ncbi.nlm.nih.gov/gene/653361"	"NCF1"	"Autosomal recessive"
"7661-OMIM:233710"		"https://medlineplus.gov/genetics/condition/chronic-granulomatous-disease/#frequency"	"1q25.3"	"neutrophil cytosolic factor 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000433"	"https://www.ncbi.nlm.nih.gov/gene/4688"	"NCF2"	"Autosomal recessive"
"7662-OMIM:613960"		"https://medlineplus.gov/genetics/condition/chronic-granulomatous-disease/#frequency"	"22q12.3"	"neutrophil cytosolic factor 4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000631"	"https://www.ncbi.nlm.nih.gov/gene/4689"	"NCF4"	"Autosomal recessive"
"7897-OMIM:257220"	"https://rarediseases.info.nih.gov/diseases/7207/index"	"https://medlineplus.gov/genetics/condition/niemann-pick-disease/#frequency"	"18q11.2"	"NPC intracellular cholesterol transporter 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000271"	"https://www.ncbi.nlm.nih.gov/gene/4864"	"NPC1"	"Autosomal recessive"
"8527-OMIM:245050"	"https://rarediseases.info.nih.gov/diseases/4774/index"	"https://medlineplus.gov/genetics/condition/succinyl-coa3-ketoacid-coa-transferase-deficiency/#frequency"	"5p13.1"	"3-oxoacid CoA-transferase 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000436"	"https://www.ncbi.nlm.nih.gov/gene/5019"	"OXCT1"	"Autosomal recessive"
"853-OMIM:267300"	"https://rarediseases.info.nih.gov/diseases/4666/index"	"https://medlineplus.gov/genetics/condition/renal-tubular-acidosis-with-deafness/#frequency"	"2p13.3"	"ATPase H+ transporting V1 subunit B1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001692"	"https://www.ncbi.nlm.nih.gov/gene/525"	"ATP6V1B1"	"Autosomal recessive"
"8582-OMIM:261600"	"https://rarediseases.info.nih.gov/diseases/7383/index"	"https://medlineplus.gov/genetics/condition/phenylketonuria/#frequency"	"12q23.2"	"phenylalanine hydroxylase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000277"	"https://www.ncbi.nlm.nih.gov/gene/5053"	"PAH"	"Autosomal recessive"
"8653-OMIM:606054"	"https://rarediseases.info.nih.gov/diseases/467/index"	"https://medlineplus.gov/genetics/condition/propionic-acidemia/#frequency"	"13q32.3"	"propionyl-CoA carboxylase subunit alpha"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000282"	"https://www.ncbi.nlm.nih.gov/gene/5095"	"PCCA"	"Autosomal recessive"
"8654-OMIM:606054"	"https://rarediseases.info.nih.gov/diseases/467/index"	"https://medlineplus.gov/genetics/condition/propionic-acidemia/#frequency"	"3q22.3"	"propionyl-CoA carboxylase subunit beta"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000532"	"https://www.ncbi.nlm.nih.gov/gene/5096"	"PCCB"	"Autosomal recessive"
"866-OMIM:602722"	"https://rarediseases.info.nih.gov/diseases/4669/index"		"7q34"	"ATPase H+ transporting V0 subunit a4"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_020632"	"https://www.ncbi.nlm.nih.gov/gene/50617"	"ATP6V0A4"	"Autosomal recessive"
"877-OMIM:266100"	"https://rarediseases.info.nih.gov/diseases/9298/index"	"https://medlineplus.gov/genetics/condition/pyridoxine-dependent-epilepsy/#frequency"	"5q23.2"	"aldehyde dehydrogenase 7 family member A1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001182"	"https://www.ncbi.nlm.nih.gov/gene/501"	"ALDH7A1"	"Autosomal recessive"
"89-OMIM:201450"	"https://rarediseases.info.nih.gov/diseases/540/index"	"https://medlineplus.gov/genetics/condition/medium-chain-acyl-coa-dehydrogenase-deficiency/#frequency"	"1p31.1"	"acyl-CoA dehydrogenase medium chain"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000016"	"https://www.ncbi.nlm.nih.gov/gene/34"	"ACADM"	"Autosomal recessive"
"8907-OMIM:615816"	"https://rarediseases.info.nih.gov/diseases/4331/index"	"https://medlineplus.gov/genetics/condition/pgm3-congenital-disorder-of-glycosylation/#frequency"	"6q14.1"	"phosphoglucomutase 3"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_015599"	"https://www.ncbi.nlm.nih.gov/gene/5238"	"PGM3"	"Autosomal recessive"
"8923-OMIM:601815"		"https://medlineplus.gov/genetics/condition/phosphoglycerate-dehydrogenase-deficiency/#frequency"	"1p12"	"phosphoglycerate dehydrogenase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_006623"	"https://www.ncbi.nlm.nih.gov/gene/26227"	"PHGDH"	"Autosomal recessive"
"8941-OMIM:613490"	"https://rarediseases.info.nih.gov/diseases/5784/index"	"https://medlineplus.gov/genetics/condition/alpha-1-antitrypsin-deficiency/#frequency"	"14q32.13"	"serpin family A member 1"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_001002235"	"https://www.ncbi.nlm.nih.gov/gene/5265"	"SERPINA1"	"Autosomal recessive"
"9020-OMIM:266200"	"https://rarediseases.info.nih.gov/diseases/7514/index"	"https://medlineplus.gov/genetics/condition/pyruvate-kinase-deficiency/#frequency"	"1q22"	"pyruvate kinase L/R"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000298"	"https://www.ncbi.nlm.nih.gov/gene/5313"	"PKLR"	"Autosomal recessive"
"9115-OMIM:212065"	"https://rarediseases.info.nih.gov/diseases/9826/index"	"https://medlineplus.gov/genetics/condition/pmm2-congenital-disorder-of-glycosylation/#frequency"	"16p13.2"	"phosphomannomutase 2"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000303"	"https://www.ncbi.nlm.nih.gov/gene/5373"	"PMM2"	"Autosomal recessive"
"92-OMIM:201475"	"https://rarediseases.info.nih.gov/diseases/5508/index"	"https://medlineplus.gov/genetics/condition/very-long-chain-acyl-coa-dehydrogenase-deficiency/#frequency"	"17p13.1"	"acyl-CoA dehydrogenase very long chain"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000018"	"https://www.ncbi.nlm.nih.gov/gene/37"	"ACADVL"	"Autosomal recessive"
"9208-OMIM:201750"	"https://rarediseases.info.nih.gov/diseases/5826/index"	"https://medlineplus.gov/genetics/condition/cytochrome-p450-oxidoreductase-deficiency/#frequency"	"7q11.23"	"cytochrome p450 oxidoreductase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000941"	"https://www.ncbi.nlm.nih.gov/gene/5447"	"POR"	"Autosomal recessive"
"9208-OMIM:201910"	"https://rarediseases.info.nih.gov/diseases/5757/index"	"https://medlineplus.gov/genetics/condition/21-hydroxylase-deficiency/#frequency"	"7q11.23"	"cytochrome p450 oxidoreductase"	"https://www.ncbi.nlm.nih.gov/projects/sviewer/?id=NM_000941"	"https://www.ncbi.nlm.nih.gov/gene/5447"	"POR"	"Autosomal recessive"
